NONE	53.823	54.89589	114.6197	17.70258	-18.23902	3.218651	-195.9801	-35.40516
NONE	68.84337	80.10865	109.7918	-8.58307	-6.973744	4.291535	-202.4174	-12.33816
NONE	83.86374	75.28067	102.818	-8.58307	-5.364419	-0.5364419	-197.053	4.827977
NONE	88.15527	89.22816	91.55275	0.5364419	-4.291535	4.827977	-190.6157	-0.5364419
NONE	97.45361	72.06202	92.62563	0	6.437303	4.291535	-192.225	5.900861
NONE	101.2087	77.42644	87.61884	-8.58307	-3.755093	6.973744	-191.6886	16.6297
NONE	110.8647	97.45361	82.25442	-9.655953	13.94749	12.33816	-180.2445	8.58307
NONE	105.5002	94.23495	92.62563	15.02037	9.119512	18.77547	-155.5681	33.79584
NONE	97.99005	58.65098	86.54595	40.23314	10.72884	18.77547	-145.3757	40.23314
NONE	108.1824	79.03577	94.23495	55.43233	12.33816	22.53056	-146.4486	15.55681
NONE	101.7451	77.42644	103.3545	89.22816	2.145767	26.82209	-104.9638	34.33228
NONE	78.49932	74.20779	128.5672	158.7868	2.145767	42.37891	-53.823	33.2594
NONE	59.18742	76.89	147.5215	236.9285	13.94749	57.57809	-12.33816	23.067
NONE	39.16026	60.2603	171.125	269.6514	5.364419	59.18742	22.53056	3.755093
NONE	31.11363	46.84926	167.9063	274.6582	4.827977	57.57809	-2.682209	-5.364419
NONE	27.89498	54.89589	177.0258	258.9226	-8.046628	52.21368	-5.900861	-45.06112
NONE	16.6297	41.30602	171.125	225.4844	-13.94749	31.65007	-42.37891	-69.37981
NONE	21.99412	40.23314	159.8597	152.8859	-19.31191	10.72884	-115.1562	-54.89589
NONE	39.6967	50.60435	138.402	70.98914	-28.43142	-1.072884	-168.9792	-60.2603
NONE	53.28656	45.06112	110.3282	20.92123	-12.87461	-5.900861	-195.9801	-31.11363
NONE	77.42644	70.4527	94.7714	6.973744	-10.1924	-4.827977	-213.1462	-20.92123
NONE	85.47307	76.89	97.45361	14.48393	0	0.5364419	-202.4174	-4.291535
NONE	98.52649	81.18153	104.9638	19.31191	7.510186	1.072884	-194.3708	7.510186
NONE	97.45361	77.42644	88.15527	10.1924	-2.145767	-1.072884	-197.5894	5.364419
NONE	100.1358	84.93662	73.1349	8.046628	7.510186	8.046628	-184.7148	32.72295
NONE	109.2553	95.84428	86.54595	23.60344	20.38479	15.02037	-171.6614	36.47805
NONE	109.2553	81.71797	81.71797	42.91535	12.87461	15.02037	-170.0521	25.21277
NONE	104.9638	79.5722	94.7714	62.40607	2.682209	15.02037	-157.1775	25.74921
NONE	101.2087	86.54595	94.7714	77.96288	4.291535	16.09326	-138.402	29.5043
NONE	92.62563	90.83749	100.6723	137.8656	11.26528	34.86872	-83.86374	38.62381
NONE	80.64509	84.40018	127.4943	213.1462	10.72884	51.67723	-35.40516	34.86872
NONE	55.96877	35.9416	157.1775	270.7243	10.1924	48.99503	-10.1924	18.23902
NONE	34.86872	15.02037	166.297	285.3871	2.682209	52.21368	5.900861	9.119512
NONE	28.43142	43.98823	173.2707	282.7049	-2.682209	54.89589	-8.58307	-27.89498
NONE	23.067	55.43233	177.0258	272.8701	-0.5364419	51.14079	-23.067	-48.99503
NONE	21.99412	39.6967	165.7605	215.292	-7.510186	31.65007	-58.65098	-54.35944
NONE	32.72295	57.57809	148.5944	137.8656	-13.94749	14.48393	-139.4749	-46.84926
NONE	49.53147	55.96877	135.0045	55.96877	-12.87461	3.218651	-180.2445	-43.98823
NONE	69.91625	61.86963	107.1096	13.94749	-15.55681	-2.682209	-212.0733	-38.62381
NONE	84.93662	59.18742	98.52649	15.55681	-16.6297	-3.218651	-195.4437	-18.23902
NONE	89.22816	76.89	90.83749	17.16614	-5.364419	7.510186	-184.7148	3.755093
NONE	95.84428	82.79086	94.23495	29.5043	1.609326	5.900861	-186.3241	7.510186
NONE	95.84428	84.93662	88.69172	19.31191	1.072884	5.364419	-200.8081	9.119512
NONE	96.38072	76.89	84.40018	13.94749	-6.973744	-1.609326	-190.6157	32.18651
NONE	101.7451	92.08919	81.71797	30.04074	-0.5364419	1.072884	-187.9335	18.23902
NONE	96.91717	86.54595	84.40018	46.31282	3.218651	5.364419	-158.7868	24.67633
NONE	97.45361	83.3273	80.64509	66.6976	-4.827977	8.046628	-154.4953	35.40516
