NONE	100.6723	76.89	90.30104	-42.91535	-48.45858	-55.96877	-205.636	-9.655953
NONE	8.404256	8.225442	7.867814	8.225442	0	-72.06202	-827.0146	413.5967
NONE	8.404256	8.404256	7.867814	8.225442	0	-63.30014	-413.4179	-551.4622
NONE	8.404256	8.404256	7.867814	8.225442	0	-54.71707	-689.149	-965.0589
NONE	8.404256	8.404256	7.689	8.404256	0	-46.134	965.0589	-275.7311
NONE	8.404256	8.404256	7.867814	8.404256	0	-37.55093	-827.0146	-1102.924
NONE	8.404256	8.404256	7.867814	8.404256	0	-28.96786	689.3278	965.0589
NONE	8.404256	8.404256	7.867814	8.404256	0	-20.20598	551.4622	965.0589
NONE	8.404256	8.404256	7.867814	8.404256	0	-11.62291	551.4622	689.3278
NONE	8.404256	8.58307	8.046628	8.58307	0	-3.039837	-413.5967	-275.7311
NONE	8.404256	0	8.046628	0	0	-132.3223	-275.7311	-965.0589
NONE	4.827977	30.04074	-106.0367	19.31191	0	-800.9077	0	0.3576279
NONE	-137.8656	-275.7311	8.046628	101.2087	35.40516	111.4011	15.02037	-0.5364419
NONE	0	0	-106.3943	275.7311	551.4622	-965.0589	551.4622	275.7311
NONE	8.404256	0	-97.81123	-275.7311	-689.3278	689.3278	275.7311	0
NONE	8.404256	0	-89.22816	-689.149	-137.8656	275.7311	-1102.746	-1102.746
NONE	0	-80.64509	0	551.4622	965.0589	275.7311	137.8656	275.7311
NONE	0	-72.06202	551.4622	0	551.4622	-1102.746	0	551.4622
NONE	0	-63.30014	-964.8801	-965.0589	551.4622	-827.0146	413.5967	413.5967
NONE	0	-54.71707	137.8656	551.4622	827.1934	551.4622	137.8656	827.1934
NONE	0	-46.134	965.0589	-689.3278	-413.4179	137.8656	-137.6867	965.0589
NONE	0	-37.55093	827.1934	-827.1934	137.8656	-137.6867	413.5967	413.5967
NONE	0	-28.96786	551.4622	-551.4622	965.0589	275.7311	-964.8801	275.7311
NONE	0	-20.20598	-964.8801	-965.0589	551.4622	-827.0146	137.8656	551.4622
NONE	0	-11.62291	275.7311	689.3278	-964.8801	-413.4179	-827.0146	-827.0146
NONE	0	-3.039837	-413.4179	-689.3278	-964.8801	-413.4179	-1102.746	-689.149
NONE	0	-132.3223	137.8656	-827.1934	137.8656	137.8656	-413.4179	137.8656
NONE	0	-123.7393	-689.149	-689.3278	-551.2834	275.7311	-137.6867	-551.2834
NONE	0	-114.9774	-413.5967	689.3278	-137.6867	413.5967	-137.8656	827.1934
NONE	-800.9077	0	0.178814	0	8.58307	0	8.046628	0
NONE	80.64509	46.84926	72.06202	36.47805	-2.682209	45.77637	-94.7714	1.609326
NONE	68.84337	5.364419	87.61884	6.973744	-17.16614	42.91535	-107.1096	0
NONE	52.21368	-50.06791	84.40018	-9.119512	-13.41105	25.74921	-117.8384	-35.9416
NONE	45.77637	-34.33228	83.3273	-32.18651	-40.76958	-7.510186	-142.1571	-50.60435
NONE	37.55093	-30.57719	84.93662	-59.72386	-52.21368	-35.40516	-151.2766	-87.61884
NONE	18.77547	-69.37981	101.2087	-87.08239	-53.28656	-51.14079	-146.9851	-110.8647
NONE	21.45767	-59.18742	113.0104	-95.84428	-58.65098	-54.35944	-161.469	-100.1358
NONE	7.510186	-69.37981	116.7655	-89.22816	-47.3857	-52.21368	-172.7343	-107.646
NONE	20.38479	-35.9416	115.1562	-88.15527	-47.3857	-42.37891	-164.6877	-82.79086
NONE	28.43142	-40.23314	121.5935	-82.79086	-46.31282	-42.37891	-187.397	-79.5722
NONE	23.60344	-58.65098	99.06293	-94.7714	-55.96877	-56.50521	-210.464	-94.23495
NONE	16.09326	-30.04074	92.08919	-105.5002	-71.52558	-50.60435	-200.2716	-79.5722
NONE	24.67633	-45.77637	83.3273	-88.15527	-55.96877	-33.79584	-200.8081	-69.37981
NONE	46.31282	-25.74921	93.69852	-70.98914	-44.52467	-19.31191	-171.125	-37.01449
NONE	54.89589	-5.364419	118.3748	-56.50521	-33.2594	-11.26528	-167.3699	-37.55093
NONE	50.60435	-10.1924	101.7451	-51.67723	-33.2594	2.145767	-137.3291	-18.77547
NONE	46.84926	-6.437303	60.2603	-20.38479	-33.2594	23.60344	-136.0774	-16.09326
NONE	45.77637	27.89498	61.86963	17.70258	-10.1924	42.91535	-121.057	-10.1924
NONE	66.16116	44.52467	60.79675	21.45767	-9.655953	47.3857	-111.9375	-13.94749
NONE	55.96877	40.23314	66.16116	20.92123	-21.99412	44.52467	-91.55275	1.072884
NONE	42.91535	28.96786	62.94251	2.145767	-23.60344	32.18651	-113.0104	-34.86872
