NONE	-15.55681	8.225442	8.225442	7.689	8.046628	0	-97.81123	-827.0146
NONE	8.225442	7.689	8.046628	0	-89.22816	-689.149	-827.1934	-965.0589
NONE	8.225442	7.689	8.225442	0	-80.64509	275.7311	551.4622	137.8656
NONE	8.404256	7.867814	8.225442	0	-71.88321	-413.5967	-137.8656	-137.8656
NONE	8.58307	8.046628	8.225442	0	-63.30014	-965.0589	551.4622	-965.0589
NONE	8.58307	8.046628	8.404256	0	-54.71707	-965.0589	-137.8656	551.4622
NONE	8.58307	8.046628	8.225442	0	-46.134	-689.149	-965.0589	413.5967
NONE	8.404256	8.046628	8.225442	0	-37.55093	-1102.924	-275.7311	-137.8656
NONE	8.404256	7.867814	8.046628	0	-28.78905	-413.4179	0	-551.4622
NONE	8.404256	7.867814	8.046628	0	-20.20598	-689.149	965.0589	0
NONE	8.225442	7.689	8.046628	0	-11.62291	-1102.746	827.1934	0
NONE	8.225442	7.689	7.867814	0	-3.039837	689.3278	965.0589	-137.6867
NONE	8.225442	7.510186	8.046628	0	-132.3223	275.7311	137.8656	551.4622
NONE	8.225442	7.689	8.046628	0	-123.5604	551.4622	-413.5967	413.5967
NONE	8.225442	7.689	8.046628	0	-114.9774	-413.4179	275.7311	-1102.746
NONE	8.225442	7.510186	8.046628	0	-106.3943	-275.5523	0	-413.4179
NONE	8.225442	7.689	8.046628	0	-97.81123	965.0589	-689.3278	551.4622
NONE	8.225442	7.510186	8.046628	0	-89.22816	-275.5523	-827.1934	137.8656
NONE	8.225442	7.689	8.225442	0	-80.64509	827.1934	-413.5967	-689.3278
NONE	8.225442	7.689	8.046628	0	-71.88321	827.1934	-413.5967	-1102.924
NONE	8.225442	7.689	8.225442	0	-63.30014	-137.8656	137.8656	137.8656
NONE	8.404256	7.689	8.225442	0	-54.71707	965.0589	-689.3278	-965.0589
NONE	8.404256	7.867814	8.404256	0	-46.134	-1102.924	827.1934	-1102.924
NONE	8.58307	8.046628	8.404256	0	-37.55093	-275.7311	-965.0589	137.8656
NONE	8.58307	8.046628	8.225442	0	-28.78905	-689.3278	965.0589	275.7311
NONE	8.58307	8.046628	8.225442	0	-20.20598	-551.2834	-1102.924	-413.5967
NONE	8.404256	8.046628	8.225442	0	-11.62291	137.8656	-275.7311	275.7311
NONE	8.404256	7.867814	8.046628	0	-3.039837	0	-551.4622	-551.4622
NONE	8.404256	7.867814	8.046628	0	-132.3223	-275.5523	689.3278	275.7311
NONE	8.225442	7.689	8.046628	0	-123.5604	-551.2834	-137.8656	-964.8801
NONE	8.225442	7.689	8.046628	0	-114.9774	0	551.4622	551.4622
NONE	8.225442	7.510186	8.046628	0	-106.3943	-551.2834	-275.7311	-413.4179
NONE	8.225442	7.689	7.867814	0	-97.81123	827.1934	0	551.4622
NONE	8.225442	7.689	8.046628	0	-89.22816	-551.2834	965.0589	-964.8801
NONE	8.225442	7.510186	8.046628	0	-80.64509	275.7311	137.8656	0
NONE	8.225442	7.510186	8.046628	0	-71.88321	-689.149	965.0589	689.3278
NONE	8.225442	7.510186	8.046628	0	-63.30014	-964.8801	689.3278	-413.4179
NONE	8.225442	7.689	8.046628	0	-54.71707	413.5967	413.5967	0
NONE	8.225442	7.689	8.046628	0	-46.134	-689.149	-551.4622	827.1934
NONE	8.225442	7.689	8.225442	0	-37.55093	-827.0146	-137.8656	275.7311
NONE	8.404256	7.689	8.225442	0	-28.78905	965.0589	965.0589	689.3278
